	ID	degree	eccentricity	betweenness	com_betweenness	eigenvector	katz	closeness	current_flow_closeness	load	clustering_coef	pagerank	subgraph	harmonic	strength
220	221	72	3.0	0.0054555071413781905	0.1900047652730084	0.041714905493800906	-0.11941816424268505	0.5114285714285715	0.07782513528631585	0.0046261410481943785	0.6216744913928013	0.0025007859588350727	3.8614713673447696e+44	205.66666666666717	30.365416978628282
221	222	45	3.0	0.004736435459469994	0.011766694784417024	0.0018235835114517344	0.06086782139242596	0.4698162729658792	0.06255185659292205	0.005305407698055965	0.7060606060606059	0.0018835230626624093	7.337791401311466e+41	186.3333333333342	13.186705304088722
222	223	122	3.0	0.001966896168497736	0.5812866722036475	0.09097712494241464	-0.007020230623897305	0.5078014184397163	0.091965143252691	0.0019578091833619728	0.7372984690421353	0.003665752977631364	1.836738922298602e+45	221.50000000000102	30.326847057807004
223	224	50	3.0	0.004590008775302482	0.03900268457643835	0.013737965915742126	-0.04538103506409445	0.5056497175141242	0.06659060054107055	0.0046578319251815384	0.4220408163265306	0.002083515087595971	4.187479408903301e+43	197.00000000000043	39.14884838734315
224	225	100	3.0	0.00894867234738872	0.3219858597791378	0.0579502519798052	0.04125997454204059	0.5457317073170732	0.08732074589049871	0.008649047090074524	0.5501010101010101	0.003348611762805439	7.452226879650264e+44	222.3333333333337	37.27476370483632
225	226	126	4.0	0.0014410625638114278	0.6230604486263667	0.09656930314911567	-0.034229706103887696	0.5078014184397163	0.09265975410318478	0.001367996270304415	0.7683809523809524	0.0037375023787709367	2.0694823379538798e+45	222.9166666666677	24.327212246973144
226	227	70	3.0	0.0022809322383071763	0.20114669303483204	0.04510530791812259	0.04537499308805815	0.4824797843665769	0.07673900940023275	0.002391371565636035	0.6687370600414079	0.002419666606122173	4.51475474438734e+44	198.0000000000009	27.904056406326696
227	228	56	3.0	0.0018029044374362102	0.08859739653931534	0.027457679455316686	-0.03842109053104191	0.4786096256684492	0.06994928057867582	0.0017342211974730273	0.6077922077922078	0.002133260142711619	1.6730063250425673e+44	192.33333333333417	27.85920198834364
228	229	35	3.0	0.002681383364008107	0.02362522348319777	0.01146083167956127	0.11853468248323737	0.4831309041835358	0.055115500858614566	0.0026926817620009217	0.4756302521008403	0.0015565918079842695	2.914506611111367e+43	186.50000000000057	26.692476746470337
229	230	134	3.0	0.0033451208495387987	0.6463249436562473	0.09928470891246263	-0.02876787287511715	0.5203488372093024	0.09426143177607343	0.003358549882223855	0.7198967568174167	0.0040023559714118	2.1874985413027928e+45	228.3333333333344	27.94512985986915
230	231	62	3.0	0.008719062993614086	0.036216133854368913	0.005302521598461331	-0.006962703059093028	0.4850948509485095	0.07324383179338538	0.008026875127157324	0.5245901639344263	0.002464572139303468	6.226898135696766e+42	196.0000000000008	21.690084787407592
231	232	130	4.0	0.0016618770139574706	0.6353123790275913	0.09798669319413432	-0.02433005635444468	0.5121602288984263	0.09349461917434852	0.001527194804642113	0.7463327370304115	0.003856298472186126	2.1306759941705794e+45	225.25000000000102	27.132614054425733
232	233	13	3.0	0.0010307566528393122	0.005381111930787267	0.005913550840315943	-0.029138899148493293	0.4475	0.028033162506154563	0.0012742264955933802	0.6153846153846154	0.0008122891060537728	7.759690961457994e+42	169.33333333333425	9.24852648801823
233	234	127	3.0	0.0017270425257216132	0.6243520799626179	0.09660838148349976	-0.041619975147459284	0.5085227272727273	0.09289772082334387	0.001610475458248436	0.7594050743657043	0.003779624601024451	2.0711565447588548e+45	223.3333333333344	27.266146503542913
234	235	134	3.0	0.002522105089433901	0.6466929836152879	0.09943432185052753	-0.040724383383738814	0.5203488372093024	0.09423834520266353	0.002426777142520816	0.7213556278756593	0.003999270152476823	2.194097022415745e+45	228.3333333333344	26.640451581920022
235	236	120	3.0	0.005037649001731001	0.5337336756755964	0.0847244453471079	-0.02099548227101605	0.50997150997151	0.09171107276304988	0.004885819231187115	0.665266106442577	0.0037395064539630226	1.5929419659679656e+45	221.3333333333344	36.41288361038992
236	237	46	4.0	0.0004904098580688266	0.123801135374919	0.03563077481846701	-0.051040059520640085	0.4403444034440344	0.06339549966931221	0.0005330511644943988	0.8038647342995169	0.0016748347004923124	2.8173076186267724e+44	178.25000000000134	16.447316881788304
237	238	103	3.0	0.000986641891474606	0.5016190671114198	0.08195198590175583	-0.07675686137229078	0.4811827956989248	0.08740494545473138	0.0009680624536161287	0.8387588044926708	0.0031119007565654235	1.4904008405468526e+45	208.6666666666679	22.535449872610034
238	239	24	3.0	0.0052089445327930285	0.013862729442909784	0.00703652916848556	0.022115185323114926	0.4805369127516778	0.04365246163865112	0.0049812227502231505	0.394927536231884	0.001220884119772504	1.0984745818236428e+43	182.16666666666717	21.37116385614028
239	240	89	3.0	0.00896284722443328	0.3145319486081978	0.05882155177458447	0.001394593933346242	0.4958448753462604	0.08373189551004365	0.00865157583934904	0.667517875383044	0.0030143926933144	7.678126294825906e+44	207.6666666666676	20.564671459976566
240	241	34	4.0	0.0008254473194152116	0.002828822193607871	0.0007125558565756754	-0.011790967738891406	0.43184559710494574	0.053590258206911066	0.0008979081109539617	0.5828877005347594	0.001680559946281377	1.118647707888877e+41	171.6666666666678	8.135007989604087
241	242	102	3.0	0.003227607006212585	0.0230277814815895	0.0015397010912159693	0.007893306678916854	0.4754316069057105	0.08650276517793479	0.003103057376568429	0.6919044845661037	0.0037919775027170795	5.179662599446597e+41	206.83333333333462	-1.782614814887613
242	243	87	3.0	0.017273721726912106	0.2941933587387035	0.054925921215248384	0.015159064746248606	0.5158501440922191	0.08332728460040563	0.016801486491368034	0.6271050521251003	0.002984428369909326	6.694749162898026e+44	211.66666666666728	15.286197611786935
243	244	90	3.0	0.004466082572061753	0.3568298556238985	0.06441648756771268	0.006557608443985014	0.4850948509485095	0.08394595002086708	0.004192828398746061	0.7568039950062422	0.0029059047757947665	9.208254088161033e+44	205.3333333333344	12.160162567153732
244	245	28	4.0	0.0035708497984667624	0.0070882952739880125	0.0026076225297437506	0.055826376021196736	0.4452736318407961	0.04777482302401333	0.0033237620447871897	0.5132275132275133	0.0014732663018398825	1.5071744126791254e+42	173.7500000000011	-3.2713080568106108
