	density	average_shortest_path_length	transitivity	average_clustering	center	diameter	radius	periphery	local_efficiency	global_efficiency	pearson_correlation	degree_assortativity_coefficient
0	0.22123838720219108	2.088140551812141	0.7345898718321909	0.6693545499610626	['0', '2', '3', '4', '7', '9', '11', '12', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '26', '28', '30', '31', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '55', '56', '58', '59', '61', '64', '67', '68', '69', '70', '73', '75', '76', '77', '78', '80', '82', '83', '84', '85', '86', '87', '89', '90', '91', '93', '94', '95', '96', '97', '99', '100', '101', '102', '104', '105', '106', '107', '108', '111', '112', '113', '114', '115', '116', '118', '120', '121', '122', '123', '124', '125', '126', '127', '128', '129', '130', '131', '132', '134', '135', '136', '137', '139', '141', '142', '143', '144', '145', '146', '147', '149', '151', '152', '153', '154', '155', '156', '157', '158', '159', '162', '163', '165', '166', '167', '170', '172', '173', '174', '175', '176', '177', '179', '180', '181', '182', '183', '184', '185', '186', '187', '188', '189', '191', '192', '193', '194', '195', '196', '197', '198', '199', '205', '206', '207', '208', '209', '210', '211', '214', '215', '216', '217', '218', '219', '220', '221', '222', '223', '224', '225', '227', '228', '229', '230', '231', '233', '234', '235', '236', '238', '239', '240', '242', '243', '244', '247', '248', '249', '251', '253', '254', '255', '257', '258', '260', '261', '262', '263', '264', '265', '266', '267', '268', '269', '270', '271', '272', '276', '277', '279', '281', '285', '286', '288', '289', '290', '291', '292', '293', '294', '296', '297', '298', '299', '300', '302', '303', '304', '305', '306', '310', '311', '312', '313', '314', '315', '318', '319', '320', '321', '322', '323', '325', '326', '327', '328', '331', '332', '334', '336', '337', '338', '339', '340', '341', '342', '343', '346', '348', '349', '351', '352', '354', '356', '357', '358', '359']	4	3	['1', '5', '6', '8', '10', '13', '24', '25', '27', '29', '32', '33', '34', '54', '57', '60', '62', '63', '65', '66', '71', '72', '74', '79', '81', '88', '92', '98', '103', '109', '110', '117', '133', '138', '140', '148', '150', '160', '161', '164', '168', '169', '171', '178', '190', '200', '201', '202', '203', '204', '212', '213', '226', '232', '237', '241', '245', '246', '250', '252', '256', '259', '273', '274', '275', '278', '280', '282', '283', '284', '287', '295', '301', '307', '308', '309', '316', '317', '324', '329', '330', '333', '335', '344', '345', '347', '350', '353', '355']	0.8279154443255756	0.5591818261984832	0.4161340206878686	0.4161340206878702
