	transitivity	average_clustering	local_efficiency	global_efficiency	pearson_correlation	degree_assortativity_coefficient
0	0.7345898718321909	0.6674952317667262	0.825615679202449	0.5560752604973805	0.4161340206878686	0.4161340206878702
