	transitivity	average_clustering	local_efficiency	global_efficiency	pearson_correlation	degree_assortativity_coefficient
0	0.14113422773710144	0.1666952588382396	0.4608569710024875	0.5014559475912038	-0.02508588543006177	-0.025085885430060285
