	ID	degree	betweenness	betweennessbct	eigenvector	eigenvectorbct	katz	closeness	load	clustering_coef	clustering_coefbct	pagerank	pagerank_d85bct	subgraph	subgraphbct	harmonic	strength
0	0	87.0	0.0083869907425022	1077.9128242078682	0.00493188269374494	0.00492211187358621	-0.014916224678703347	0.515899979068382	0.007542510235150415	0.6712109061748196	0.6712109061748196	0.003057019144874442	0.003052716665488897	5.1296128495852155e+42	5.1296128495850156e+42	212.0000000000006	-0.9511439490631943
1	1	97.0	0.006005568342201882	771.8476544764703	0.07091626048130259	0.07091654668113645	-0.029706561950771933	0.504241222479266	0.006326441480676096	0.7091924398625429	0.7091924398625429	0.003077773877132409	0.0030816498519270373	1.064820257688382e+45	1.0648202576885648e+45	212.6666666666675	29.896508199765314
2	2	106.0	0.0030287476747966877	389.26070866022	0.0035865437347724787	0.003574138113184552	0.01967270186215891	0.5056696678687257	0.0031848004047496927	0.6957771787960467	0.6957771787960467	0.003635481573091293	0.003629642605183183	2.7047384770579842e+42	2.7047384770579665e+42	216.0000000000009	4.7180328656366886
3	3	97.0	0.005549715676329843	713.2605581532644	0.004130750525557932	0.004119419736269325	-0.013069874511421449	0.5166465781697834	0.005437581100163342	0.7038230240549829	0.7038230240549829	0.003355062817880214	0.003349925991662454	3.5929747174559474e+42	3.592974717455815e+42	215.50000000000068	-1.8256132164853245
4	4	99.0	0.00466930129098641	600.1079405201557	0.003907820619692625	0.003896292156691922	0.0020413054027992087	0.504241222479266	0.004148556764783431	0.6988249845392702	0.6988249845392702	0.0034245236450574125	0.0034192595423711727	3.214291384308193e+42	3.214291384308494e+42	213.3333333333342	-2.251946933863059
5	5	96.0	0.002191112561658437	281.6061686494657	0.0031295423714126536	0.0031177388425340075	-0.020326635210974418	0.4944636918494741	0.0024034470439944387	0.7664473684210527	0.7664473684210527	0.0033058497538293787	0.0033004064338947358	2.0580805318303402e+42	2.0580805318300103e+42	210.00000000000097	-6.2296553046406595
6	6	75.0	0.00045351261444512617	58.286348233716524	0.0021156935523232753	0.00210601678360215	-0.10731506405131787	0.4576958788657953	0.0004576831794470074	0.8500900900900901	0.8500900900900901	0.002651161523374795	0.002646713277127701	9.390903570246429e+41	9.390903570245736e+41	193.33333333333462	1.2125242592376786
7	7	61.0	0.005358306356397113	688.6602495368699	0.007487154109971055	0.007483063150433166	0.08405583416265891	0.521171949657402	0.00477789429758626	0.4606557377049179	0.4606557377049179	0.002350181962889522	0.0023485574299809426	1.185604948776424e+43	1.1856049487765954e+43	204.50000000000026	29.267782343182596
8	8	59.0	0.0013758090494644106	176.82173065526501	0.0016571513568944887	0.0016502414875337655	0.030941735745918686	0.4496256744525445	0.0014027889372671429	0.7668030391583869	0.7668030391583869	0.0022278666597767074	0.0022244587966036167	5.766048490635864e+41	5.766048490635293e+41	185.66666666666802	-18.2194005150811
9	9	107.0	0.0017146802027910516	220.37412902311152	0.0029830709060445666	0.002969845791205834	-0.032472872841600366	0.4897157551650485	0.0016529788423672955	0.7594780461999647	0.7594780461999647	0.003633585987260346	0.003627303190317414	1.8674602530745248e+42	1.867460253074471e+42	212.50000000000114	-4.672988276330203
10	10	56.0	0.0005564402214753647	71.5148101444568	0.0014051807918120133	0.0013983180138408934	-0.021184095067599024	0.4311627844387927	0.0005839467175215948	0.7993506493506494	0.7993506493506494	0.0021287108796325584	0.0021253606785574678	4.1399585565835486e+41	4.139958556583117e+41	179.00000000000136	-13.276347830083314
11	11	96.0	0.0019194049268959454	246.68576001452075	0.0027607512789445663	0.002748778694328051	-0.019586004004214255	0.4779153755225172	0.0018898106350656802	0.7789473684210526	0.7789473684210526	0.003359668927792437	0.003354073312445797	1.5997901394401653e+42	1.5997901394401003e+42	205.83333333333454	-1.488000067181726
12	12	70.0	0.010107934020341205	1299.0918961622924	0.006166928190585721	0.006160156351419081	-0.058487446440849536	0.5144132356128535	0.009342716695265315	0.5768115942028985	0.5768115942028985	0.002564260083544107	0.0025615541903609234	8.03460932093355e+42	8.03460932093433e+42	206.00000000000043	8.12779926194331
13	13	68.0	0.0034121430351613017	438.53544716500085	0.002628404119887655	0.0026235693239067873	0.0883594883719188	0.4779153755225172	0.0033503838963089448	0.460052677787533	0.460052677787533	0.002763511667211861	0.0027604746267247747	1.4573593434744953e+42	1.457359343474635e+42	196.5000000000009	30.927384165662055
14	14	56.0	0.0053363146985913705	685.8338376923598	0.019336472585715136	0.019335886697804755	-0.12303431284297348	0.5136730726839142	0.004982876788845062	0.43506493506493504	0.43506493506493504	0.0022584760343755546	0.0022586199578428605	7.916064634731212e+43	7.916064634732521e+43	201.166666666667	36.594436371762164
15	15	55.0	0.004106993089531889	527.8389658528173	0.0341618916872354	0.034161742667918896	0.01736381342570249	0.4897157551650485	0.004409782027887865	0.6148148148148148	0.6148148148148148	0.002023478997208819	0.0020252304124055947	2.470934198236018e+44	2.4709341982364468e+44	195.16666666666734	6.36916390845933
16	16	34.0	0.002004083961350986	257.5688788807514	0.009429487408621935	0.0094287758891574	-0.05546919159741929	0.4804882712184661	0.0021815661143399197	0.4723707664884135	0.4723707664884135	0.0015595681977815775	0.001559740990392601	1.8823127040787705e+43	1.8823127040790956e+43	185.83333333333388	14.003602171822301
