	transitivity	average_clustering	local_efficiency	global_efficiency	pearson_correlation	degree_assortativity_coefficient
0	0.7308217323420022	0.662120743471714	0.8233806672354438	0.5692316620242124	0.3967264108973061	0.3967264108973077
