	transitivity	average_clustering	local_efficiency	global_efficiency	pearson_correlation	degree_assortativity_coefficient
0	0.7042730044693204	0.4553182002598884	0.5168567317554169	0.14834096219119772	0.3052264586072869	0.3052264586072865
