	transitivity	average_clustering	local_efficiency	global_efficiency	pearson_correlation	degree_assortativity_coefficient
0	0.6121753060787728	0.5803857732132632	0.7854673944702881	0.5631357680801468	0.3296694706112732	0.32966947061127244
