	ID	degree	eccentricity	betweenness	com_betweenness	eigenvector	katz	closeness	current_flow_closeness	load	clustering_coef	subgraph	harmonic
196	197	15	3.0	0.000544342583540864	0.0015666304102966268	0.0031724932124578167	-0.103378372935599	0.4430693069306931	0.02872320483981754	0.0006792189101383361	0.4	2.3639725272560938e+36	168.66666666666768
197	198	35	3.0	0.0022852589009820217	0.007547597884928804	0.007259788753241712	-0.10019806524864273	0.4924346629986245	0.048614185634334936	0.0024166932966742907	0.38823529411764707	1.2378817940247987e+37	188.83333333333377
198	199	66	3.0	0.005625959999298988	0.15151139388028378	0.041076980592718706	-0.06739355207866814	0.5367316341829086	0.06456312282763181	0.005593424139210074	0.43263403263403266	3.963480737629887e+38	209.16666666666683
199	200	121	3.0	0.005018182471897096	0.44640485196896956	0.07903174386985122	0.018937117001050635	0.5946843853820598	0.07697012607067538	0.004793922474013992	0.47603305785123967	1.467127954782859e+39	238.3333333333334
200	201	94	3.0	0.002798645287719998	0.31206787983706824	0.06287845010590687	0.03467074386733791	0.5664556962025317	0.07221028073356525	0.002729099454181898	0.5051475634866164	9.286871011843428e+38	224.33333333333343
201	202	115	3.0	0.004249528614018463	0.4565868780606501	0.08044152913602173	0.05307434268227065	0.5821138211382114	0.07606316642105347	0.004086739117397598	0.5022120518688025	1.5199484372272835e+39	234.1666666666668
202	203	120	3.0	0.0034994550407336637	0.5125775686919356	0.08744196796921944	0.025618155329914485	0.5849673202614379	0.07682511122155025	0.003325624619187221	0.5292717086834734	1.796012023884165e+39	236.33333333333348
203	204	82	3.0	0.0034078217908966135	0.2443887057679179	0.054180948092506065	0.03567132310641821	0.5541795665634675	0.06937439454900317	0.003291481898227449	0.5106895513399579	6.895389920126736e+38	218.0000000000001
204	205	23	3.0	0.0015395921111677118	0.007789757688876756	0.008368753183919306	0.019748257881057166	0.4692005242463958	0.03841896891002818	0.0017818182694719763	0.35968379446640314	1.6451545092136843e+37	178.833333333334
205	206	44	3.0	0.0044274892795983746	0.02106613969350935	0.01304410588574152	-0.040788062648786184	0.515850144092219	0.0545188366226857	0.004469554142984844	0.3044397463002114	3.996521104931836e+37	197.33333333333354
206	207	93	3.0	0.004568799975457912	0.352337721165588	0.06802544389236616	0.08251002245799009	0.5559006211180124	0.07193272838031903	0.004414377293796068	0.5355306217858813	1.08697866763833e+39	222.0000000000002
207	208	32	3.0	0.0028291069838211917	0.0036333132836541505	0.004514932387467585	0.018191010146935874	0.5014005602240896	0.04641125160215959	0.0029855692942895706	0.26411290322580644	4.7880709303844995e+36	190.00000000000028
208	209	36	3.0	0.002521951792999892	0.00390682775288486	0.004194612162830586	0.007804825731565021	0.468586387434555	0.04891278137977847	0.002639658340806213	0.3873015873015873	4.132574125329249e+36	183.0000000000008
209	210	28	3.0	0.0014609779086610538	0.0026101545765510378	0.0034886256862649	0.1139342307588315	0.463130659767141	0.04273512906385268	0.0016171791303954157	0.4021164021164021	2.85857989241211e+36	178.83333333333414
210	211	17	4.0	0.0010327524977397388	0.0007366192383576592	0.0018901254214116299	-0.03710709661935287	0.44582814445828145	0.031394164518413266	0.0011843595369875597	0.27941176470588236	8.391279768793307e+35	170.25000000000097
211	212	27	4.0	0.0006754391118659617	0.0025887215439509862	0.0035073043263477263	0.06412608155300027	0.45373891001267425	0.04172742087097009	0.0008186285628300053	0.5356125356125356	2.889369476217879e+36	175.9166666666676
212	213	35	4.0	0.0014473303194903096	0.010436907728305338	0.00862664379137389	0.034157740914959815	0.47733333333333333	0.04839150925424568	0.001512223286101136	0.4403361344537815	1.7480383108920292e+37	185.08333333333397
213	214	25	3.0	0.0018775567437926872	0.0013677425596736778	0.002369229183050385	-0.02200220800909638	0.4403444034440344	0.04013661694364547	0.0020230979910787965	0.3466666666666667	1.318401273591198e+36	171.16666666666782
214	215	94	3.0	0.004088521649640402	0.3500152930738808	0.06779227293168431	-0.0062074043891988725	0.5620094191522763	0.07218313589088551	0.004097058392175016	0.5179592770533059	1.0795612831406329e+39	223.50000000000014
215	216	65	3.0	0.003804572669373011	0.14626761988139175	0.04059427821132998	0.01860866695671733	0.5295857988165681	0.06417292476485163	0.003816111732957501	0.4528846153846154	3.870921858121817e+38	207.33333333333357
216	217	49	3.0	0.004387140309832103	0.017757363995043837	0.011743676047283975	0.006232758289875118	0.5203488372093024	0.057153716331823305	0.004464922037456381	0.3392857142857143	3.239199694898827e+37	200.0000000000002
217	218	35	3.0	0.0012488427320046652	0.006704870850528208	0.00708479827351797	-0.03966731587406201	0.49175824175824173	0.04865100204667003	0.0013311708464608266	0.4722689075630252	1.178934811500248e+37	188.6666666666671
218	219	41	3.0	0.0012277686354279214	0.0605371604231227	0.02564176706431257	-0.004348754030552854	0.48575305291723203	0.05298479326623742	0.0013139870552356296	0.5378048780487805	1.5444412195105195e+38	189.16666666666725
219	220	13	3.0	0.00017090728545479653	0.003831045669037453	0.0062668249394462455	0.0027477343043229613	0.43605359317904996	0.02630558207177173	0.00019105871386662724	0.5128205128205128	9.225084107286354e+36	165.8333333333344
220	221	46	3.0	0.0016279049669213404	0.021088916815934618	0.013654027864622293	0.008753546163548688	0.5049365303244006	0.05564990765748841	0.001651125388446318	0.4859903381642512	4.378753633263063e+37	195.50000000000037
221	222	21	3.0	0.000768571998391888	0.007125204945460852	0.008314825320289154	-0.0028012874334339168	0.4786096256684492	0.036530611756277816	0.0008772950450991579	0.38571428571428573	1.6240322193862757e+37	180.66666666666717
222	223	77	3.0	0.0024736811754499403	0.1802341026889789	0.045507802100698096	0.043070967773001984	0.5457317073170732	0.06801820552909311	0.002421174721798733	0.46206425153793573	4.864428927857532e+38	214.66666666666683
223	224	34	3.0	0.00246031009873035	0.004591722051177728	0.005273340685364463	-0.007562653430934035	0.5035161744022504	0.04797552507555317	0.0025774703915008076	0.3172905525846702	6.531620398160763e+36	191.16666666666694
224	225	63	3.0	0.004097715041045417	0.0313970697728862	0.016398331505418043	0.04703492876364935	0.5319465081723626	0.06322947022694296	0.004074336740307671	0.38095238095238093	6.315776169685017e+37	207.16666666666686
225	226	103	3.0	0.0033277679339079047	0.3995854158975076	0.0735549293125312	-0.025068136760285197	0.5755627009646302	0.07402184980092426	0.003200874633184853	0.5183704549781077	1.2708563139550041e+39	229.00000000000009
226	227	37	3.0	0.002022939510310072	0.010508568976993104	0.009208924302615358	-0.013017670592371541	0.49653259361997226	0.05015731950465654	0.0021871478541792347	0.3813813813813814	1.9918022207500564e+37	190.5000000000004
227	228	42	3.0	0.0015108891893978824	0.0167612350811571	0.011949623121845804	-0.015706110354404102	0.4877384196185286	0.05328354827787224	0.0015578304894672066	0.47619047619047616	3.3538027473614152e+37	190.00000000000057
228	229	26	3.0	0.0011974591678979847	0.00302000242367339	0.004449409069209498	-0.10937044421564479	0.47989276139410186	0.04139325165200895	0.0012653191151308406	0.38461538461538464	4.64984676677754e+36	182.6666666666672
229	230	117	3.0	0.006313176226140437	0.47655906606929677	0.08277802787399938	0.007025917693083097	0.5849673202614379	0.07637082526445328	0.006085674272965903	0.4944002357795461	1.6095343207885157e+39	235.33333333333346
230	231	44	3.0	0.0031229198857957077	0.02535040444827691	0.015360855394829388	-0.09600614163235122	0.49653259361997226	0.05459898167019256	0.003232164272549479	0.39957716701902746	5.542734992593404e+37	192.8333333333338
231	232	117	3.0	0.004101779530044679	0.47035564141084	0.08211258806323216	0.03047674735522863	0.5849673202614379	0.0763727282180999	0.003945289474837405	0.5094311818449749	1.5837506987690045e+39	235.33333333333346
232	233	10	3.0	6.686832517707332e-05	0.0013741678395722645	0.0035773444955588536	-0.03508476949759859	0.4251781472684085	0.021494502633476287	8.132515989498913e-05	0.5333333333333333	3.005835147833614e+36	161.3333333333341
233	234	84	3.0	0.0029153589137671156	0.2628561378831947	0.056682079710777	0.05439048180048738	0.5499231950844854	0.06988889530444206	0.0028009961852918128	0.5261044176706827	7.54668620491264e+38	217.8333333333335
234	235	122	3.0	0.006051033291256384	0.5112476636019482	0.08706833317767891	-0.004227020475123142	0.5986622073578596	0.0771363342167017	0.0058257623024232045	0.4976290475545319	1.7806984318283976e+39	239.33333333333337
235	236	57	3.0	0.0036428549982813227	0.10098426911515798	0.032903441187803854	0.022224892272462656	0.518840579710145	0.06110608495335153	0.0036405481032582825	0.4423558897243108	2.5430284398140528e+38	202.33333333333363
236	237	22	3.0	0.0006778257970593752	0.011281969598637203	0.010467778407457124	-0.04125037386848867	0.4741721854304636	0.037659406444276906	0.0007305338643758838	0.4458874458874459	2.573807987851697e+37	179.8333333333339
237	238	57	3.0	0.00263361983652634	0.10785506754551148	0.03435749133204755	-0.01984078637460068	0.521865889212828	0.061120372000629496	0.0026382829776837816	0.47117794486215536	2.772820731845254e+38	203.00000000000026
238	239	19	4.0	0.0006238346678799647	0.0017493559369746033	0.003520897423675547	0.051971303131305296	0.4371184371184371	0.033945656580243455	0.0007158713510104508	0.4678362573099415	2.911843661454732e+36	168.25000000000114
239	240	54	3.0	0.00294601147139813	0.07086833106658173	0.027282901819656504	0.008048792846809389	0.5151079136690647	0.05971593328646814	0.003042886098030169	0.4689028651292802	1.7485604502751176e+38	200.5000000000003
240	241	23	3.0	0.0006831476807405083	0.006033794014492415	0.006943690750548836	-0.03175046700796246	0.47291941875825627	0.03847138076614836	0.0007559792610549792	0.4268774703557312	1.1325225227492594e+37	179.83333333333394
241	242	86	3.0	0.003742380465404693	0.2956006887554345	0.06090002097206514	-0.012800011135539848	0.5550387596899224	0.07040557441743256	0.0036612690439583274	0.5108071135430916	8.711773733923643e+38	219.50000000000014
242	243	58	3.0	0.0031469592446691256	0.06785612728460273	0.026408785500354137	0.005638732276243928	0.521865889212828	0.0613854353926547	0.003219006613066594	0.4676346037507562	1.6383277734474198e+38	203.3333333333336
243	244	65	3.0	0.002418279534703306	0.1107378204071962	0.034776800336755405	0.035554405374399786	0.5319465081723626	0.0641044742602911	0.0024382973499347403	0.5274038461538462	2.8410684686166194e+38	207.83333333333354
244	245	33	3.0	0.0028020877119765233	0.008663172608253599	0.007960251702425793	0.05577266598447823	0.49108367626886146	0.047186026390442566	0.0029851841741781503	0.32575757575757575	1.4883264477203823e+37	187.83333333333377
245	246	85	3.0	0.003652710981652293	0.28900975343845037	0.06028806691014383	-0.04172279066827778	0.5550387596899224	0.07010705224647451	0.0037431548574091028	0.5176470588235295	8.537870590491968e+38	219.1666666666668
246	247	115	3.0	0.0034816402324196263	0.5150273200133343	0.0880180119698594	0.034073757769627996	0.5792880258899676	0.07603295409470075	0.0033887883375038168	0.5342486651411137	1.819793364442153e+39	233.66666666666683
247	248	40	3.0	0.004778350239945513	0.008949214460501006	0.007963556756874298	-0.1384223081433218	0.515850144092219	0.05209672138710902	0.005013815163767416	0.2692307692307692	1.4897024810116964e+37	196.00000000000017
248	249	100	3.0	0.002132903958410173	0.3873181494992421	0.07243542290599002	-0.006066656053370092	0.5559006211180124	0.07335875989292545	0.0020905426360416737	0.5703030303030303	1.2325236652622288e+39	224.3333333333336
249	250	110	3.0	0.002583039890297148	0.45816789419229415	0.08107928247544359	0.019592201833227862	0.5682539682539682	0.0751929584314445	0.0025037471087859847	0.5339449541284403	1.5442206183329038e+39	230.00000000000023
250	251	93	3.0	0.0028113558953629983	0.30353566630407464	0.062060826736903545	0.019247851717704104	0.557632398753894	0.07191147761142498	0.0027481758463473098	0.5359981299672745	9.04756630515856e+38	222.3333333333335
251	252	68	3.0	0.00314001626806536	0.19702598900400312	0.048061727693359424	-0.017318919093338072	0.5264705882352941	0.06523993734497585	0.0030206873300285273	0.5324846356453029	5.4260542721965765e+38	207.66666666666697
252	253	80	3.0	0.006140468373840212	0.24132531762630988	0.05366272065903729	-0.023626242778171436	0.551617873651772	0.06884767399558735	0.005917559559081059	0.46645569620253163	6.764319439340789e+38	216.83333333333346
253	254	70	3.0	0.0014789342467487834	0.22468891812027575	0.05221620901590811	0.05641827023904482	0.521865889212828	0.06591319532811936	0.0014855672516568854	0.5664596273291925	6.404479668650598e+38	207.3333333333337
254	255	52	3.0	0.00336435339616915	0.04359499681897605	0.020623128340560452	0.045603784477542555	0.514367816091954	0.05878925229476246	0.0034230542359924504	0.4343891402714932	9.991002375723694e+37	199.66666666666697
255	256	33	3.0	0.0009289373258471367	0.008025731186427711	0.008258929094574888	0.012643189061045123	0.48641304347826086	0.047384503639807285	0.0009787553137125032	0.5170454545454546	1.602028461981893e+37	186.66666666666717
256	257	118	3.0	0.002710567205351401	0.5369901651068414	0.09069407013691322	-0.037104772693406875	0.5868852459016394	0.07652700085653076	0.0025995407647974637	0.5486020570766333	1.932113147773996e+39	236.0000000000001
257	258	99	3.0	0.007311229781613837	0.36731109215087393	0.06955939037071217	-0.005263698112953555	0.5728	0.07319374027195656	0.0069821083177577375	0.4893836322407751	1.1365790732866223e+39	227.16666666666674
258	259	107	3.0	0.0026742234926642847	0.4678882958536103	0.0821758016684739	-0.029964773320683633	0.5737179487179487	0.0747148332249121	0.002615554124203796	0.5533415623346852	1.5862165777615265e+39	230.00000000000014
259	260	112	3.0	0.002195443038409562	0.5226926990191757	0.08904353664931774	-0.06684124859294024	0.5792880258899676	0.07556534612413109	0.002126506771155922	0.5677284427284427	1.8624421370939524e+39	232.6666666666668
260	261	78	3.0	0.0026783085424597303	0.22467686358307146	0.051713462716616074	-0.02668345941674552	0.5499231950844854	0.0683291445874545	0.0026180770496332492	0.49284049284049286	6.281691448308359e+38	215.83333333333346
261	262	15	3.0	0.000361732863016578	0.0023415476910915545	0.004319371140032616	-0.028260068467063474	0.45373891001267425	0.028984175794709983	0.000420880581836832	0.38095238095238093	4.382488510385325e+36	171.83333333333417
262	263	96	3.0	0.003676081584376272	0.3283199454021557	0.065066178451455	-0.08624286568451353	0.5602503912363067	0.07257338177569772	0.0036264586626322936	0.5096491228070176	9.944944516197042e+38	223.8333333333335
263	264	57	3.0	0.0027016700329169684	0.09803618799260731	0.032660083118008186	-0.0812443142129774	0.521865889212828	0.061072492101618484	0.002764997901674189	0.48120300751879697	2.5057102847553108e+38	203.00000000000026
264	265	132	3.0	0.006180506100393654	0.5829490630868219	0.09640772641003297	-0.036397042593285314	0.6067796610169491	0.07848528822462839	0.005913755136799833	0.49236641221374045	2.1832680279080055e+39	244.00000000000006
