	ID	degree	eccentricity	betweenness	com_betweenness	eigenvector	katz	closeness	current_flow_closeness	load	clustering_coef	pagerank	subgraph	harmonic	strength
174	187	25	7.0	0.003850997897501225	0.04720123103686976	0.0005712922633857847	0.04522367747643079	0.28512053200332504	0.008875157582417314	0.00365014425150733	0.5966666666666667	0.0035524307193121993	2908934602815.9697	122.60714285714285	13.707135213847303
175	188	5	8.0	0.0011697453259189206	0.003530762605871181	0.010664306991468078	-0.004038429997272726	0.26384615384615384	0.005923184320258686	0.0014281427816712885	0.5	0.0010491664679620491	2689087078804.849	106.23452380952429	-8.812072423189809
176	189	47	7.0	0.0068131731917289344	0.3591342464273096	0.15256564946901013	0.015005514646466028	0.2972270363951473	0.009562487586543251	0.006557507805950918	0.5864939870490287	0.0052485684281729575	550366678959535.5	140.08333333333258	21.24213990215157
177	190	4	9.0	2.0049927029801113e-05	0.0018084355785353559	0.008752412477643114	-0.0005148121069431319	0.23902439024390246	0.005323343653185323	2.645164878164198e-05	0.5	0.0009020798444755887	1811313067874.8728	98.61230158730223	10.696916986702265
178	191	2	9.0	0.0020176479277210983	0.000586055092517937	2.477427847984773e-05	-0.000263506315932898	0.22086284610431425	0.0028727700611067995	0.0019571401757545502	0.0	0.001129423163656209	63767114.04097653	83.40039682539711	27.61874292392794
179	192	22	8.0	0.0020502345261467297	0.043616048417390536	0.025376690224463243	-0.01259989498790702	0.2909245122985581	0.008866422655138376	0.002035700016825202	0.5800865800865801	0.0030119371801242325	15227498972522.09	123.13928571428562	18.482636892207886
180	193	5	9.0	0.005235537392117975	0.004623938331876779	0.0002403832578342165	0.0009515082825658338	0.24036440084092506	0.005147803319564899	0.005418199064780852	0.5	0.0018923429087420718	1366427781.5367293	91.00277777777805	32.28068063312068
181	194	6	9.0	0.006516167598963235	0.00562593194530635	0.00011198005642757764	0.002146043385022269	0.2478323699421965	0.005299080185654251	0.007108169924220601	0.3333333333333333	0.0024780160472224273	301160823.79701465	94.24563492063514	21.639870209692532
182	195	29	8.0	0.0279756363167449	0.09456413477671699	0.035653540839975295	0.0050408826078926225	0.31267092069279856	0.009236690560299531	0.028827585233363207	0.4729064039408867	0.003923380377152565	30058728825282.13	134.5702380952374	29.903613776997837
183	196	18	8.0	0.003891509775434281	0.033008445930068485	0.032685145717748415	-0.004836561193389241	0.2746196957566053	0.008547881619686783	0.004171863359329198	0.4444444444444444	0.0026775095918603713	25260196798253.95	118.73214285714295	18.607582763033
184	197	29	8.0	0.006602088864324853	0.09289065792056213	0.056026011541350895	0.0026835715289855074	0.3006134969325153	0.009185760059610424	0.006360739642387664	0.5049261083743842	0.0036336717187930617	74218762111909.5	131.1488095238092	27.05985348264507
185	198	20	8.0	0.0008359688532286491	0.0517224584607339	0.03955189055335245	0.010844253530864456	0.2906779661016949	0.008738135529209472	0.000784570845103401	0.7526315789473684	0.0025918109858359363	36988638840596.23	123.16547619047607	19.732908703038344
186	199	10	8.0	0.0005384121058402216	0.010102658001865931	0.016385704882525946	0.006021318387197267	0.27243844320889593	0.007544148018497262	0.0006648622512135959	0.7777777777777778	0.0015557220731524095	6348398220274.121	111.54642857142879	12.233675761443271
187	200	45	8.0	0.006088694264498477	0.32989798602880266	0.14061634532514006	0.01987310337506661	0.2926621160409557	0.009546143877925687	0.005814145302244921	0.5676767676767677	0.005010358397849832	467529973034382.06	138.52499999999938	14.473259656731656
188	201	49	7.0	0.04623628894690751	0.3466471573641126	0.13578514752850648	0.026327064171254223	0.32604562737642584	0.009628002434954128	0.036811766077132366	0.4940476190476191	0.005537581936268762	435954141212177.06	147.88809523809437	30.95283374557973
189	202	40	8.0	0.0013723818281053172	0.3242353261701436	0.1438648800463263	0.01021155341679384	0.294926913155632	0.00943834428797815	0.0014650932444458015	0.7243589743589743	0.004374060911695003	489382379263301.44	135.32380952380908	20.756795957535566
