	density	average_shortest_path_length	transitivity	average_clustering	center	diameter	radius	periphery	local_efficiency	global_efficiency	pearson_correlation	degree_assortativity_coefficient
0	0.054749474540646825	3.9338599227066235	0.5762274676824329	0.4777798364008786	['0', '2', '3', '4', '5', '15', '17', '18', '20', '21', '22', '26', '29', '33', '35', '37', '38', '41', '43', '46', '53', '63', '64', '68', '70', '71', '90', '96', '111', '117', '118', '130', '142', '150', '160', '165', '187', '189', '201', '206', '209', '213', '215', '216', '221', '232', '240', '243', '248', '249', '251', '255', '263', '266', '267', '268', '269', '275', '278', '296', '297', '299', '302', '306', '310', '317', '326', '344', '348', '351']	11	7	['65', '161', '304', '350']	0.622851371225001	0.3203871514952009	0.4421472436834159	0.44214724368341585
