	transitivity	average_clustering	local_efficiency	global_efficiency	pearson_correlation	degree_assortativity_coefficient
0	0.5762274676824329	0.456545177005284	0.5951690880594455	0.2925187308822477	0.4428855043724429	0.4428855043724433
