	ID	degree	betweenness	betweennessbct	eigenvector	eigenvectorbct	katz	closeness	load	clustering_coef	clustering_coefbct	pagerank	pagerank_d85bct	subgraph	subgraphbct	harmonic	strength
0	0	0.25333333333333335	0.036286797529994565	0.03628679752999456	0.25986988806719347	0.2598682026592511	0.674415191313247	0.8787878787878789	0.037233459384564634	0.49707602339181284	0.49707602339181284	0.24925937081527158	0.2492208976384151	0.06753148275335116	0.06753148275335145	0.8452012383900944	0.3155425371942997
1	1	0.5333333333333333	0.24989421216235547	0.24989421216235536	0.48086149724168553	0.4808579346416154	0.721768559618683	0.936857562408223	0.2548158127725967	0.5833333333333334	0.5833333333333334	0.5382425195359384	0.5381927482515066	0.2312243533078081	0.2312243533078088	0.912538699690403	0.8465022725139852
2	2	0.4666666666666667	0.1405599878684128	0.14055998786841276	0.4646718485201988	0.4646686530106583	0.39495034939763707	0.9273255813953488	0.14185131813195795	0.6386554621848739	0.6386554621848739	0.462602152689499	0.4625574713546715	0.2159169570907459	0.21591695709075023	0.8993808049535611	0.5452443200615391
3	3	0.05333333333333334	0.0011643593594643157	0.0011643593594643155	0.05894118627692498	0.058941137440186434	0.5221198398809211	0.7018701870187019	0.0012088260050683137	0.0	0.0	0.05293342086215769	0.052920440719856146	0.0034740576827442856	0.0034740576827443537	0.6803405572755412	0.33063044556485793
4	4	0.14666666666666667	0.0107743839821023	0.0107743839821023	0.16504769348213205	0.16504651826846933	0.45516525499524624	0.8232258064516129	0.011175324894140852	0.6363636363636362	0.6363636363636362	0.14392187120347152	0.1439026613680911	0.02724035319254742	0.027240353192547327	0.7948916408668765	0.354935414805398
5	5	0.3066666666666667	0.05849772422860868	0.05849772422860866	0.30625348653482604	0.3062528485344382	0.33597137887383494	0.8935574229691878	0.05980074272064194	0.5928853754940712	0.5928853754940712	0.3049438106843867	0.30493269232402326	0.09379080723546361	0.09379080723546342	0.860681114551085	0.2542391741486844
6	6	0.7466666666666667	0.720442116962009	0.7204421169620089	0.6174741164229115	0.617473461005955	0.6098024587904713	0.9608433734939759	0.7302033675940758	0.4415584415584416	0.4415584415584416	0.78119353635371	0.7812698170049437	0.38127347504668496	0.38127347504668446	0.9504643962848303	0.611598102283941
7	7	0.10666666666666667	0.0060185973698067986	0.006018597369806798	0.11105129315116231	0.11105123400272708	0.5027626661002005	0.7723970944309928	0.006305140023101012	0.7142857142857142	0.7142857142857142	0.1058112357208803	0.1057930829031518	0.012332376573532118	0.012332376573532044	0.7507739938080535	0.4327783378366904
8	8	0.44	0.2059881143811609	0.2059881143811608	0.3966150721697851	0.3966136789104983	0.5697159224028534	0.9166666666666666	0.21159887901222724	0.38825757575757575	0.38825757575757575	0.4520751735500802	0.4520910786799506	0.15730241029892655	0.15730241029892664	0.8900928792569668	0.3629725787705308
9	9	0.56	0.22047958246773092	0.2204795824677308	0.5508193528935255	0.5508182496553617	0.412945251478098	0.939617083946981	0.22319048008287337	0.5807200929152149	0.5807200929152149	0.556449014025974	0.5564367961383624	0.303400744153394	0.3034007441533941	0.9171826625387002	0.28780573106967755
10	10	0.56	0.2981577804391371	0.2981577804391371	0.5337876038481144	0.533786978413115	0.5040669588339042	0.9423929098966027	0.30185509240021735	0.6155632984901278	0.6155632984901278	0.5695911630865332	0.5695837156076913	0.2849285383234088	0.28492853832340914	0.9187306501547992	0.4107212268952922
11	11	0.49333333333333335	0.2580624506282421	0.2580624506282421	0.4295813496680065	0.42958025295110974	0.5788850943410855	0.925979680696662	0.26526827355835486	0.37537537537537535	0.37537537537537535	0.5049504569996863	0.5049965308795923	0.18453919372553826	0.18453919372553743	0.9017027863777097	0.3281419368465768
12	12	0.4666666666666667	0.22627617502564285	0.22627617502564273	0.4152153936983316	0.41521426191980226	0.8004269115634459	0.9232995658465993	0.2314243950940769	0.495798319327731	0.495798319327731	0.47921568969614237	0.4792354295808321	0.17240288330160883	0.17240288330160866	0.8970588235294125	0.4690885011510676
13	13	0.3866666666666667	0.10973084049001777	0.1097308404900177	0.3640935974695549	0.364092746656709	0.296225272146217	0.9088319088319089	0.11215160166713577	0.5911330049261083	0.5911330049261083	0.3856372103229002	0.385633313009346	0.13256352816803274	0.13256352816803232	0.8792569659442734	0.44895711261808785
14	14	0.4133333333333334	0.13152824056684828	0.13152824056684823	0.3896862038540441	0.38968349461449325	0.48045784755674686	0.9246376811594204	0.13471043685452785	0.5591397849462366	0.5591397849462366	0.4138040869079358	0.4137824719333394	0.15185322597497045	0.15185322597496975	0.8916408668730655	0.6399403357501134
15	15	0.52	0.31072573597335545	0.3107257359733554	0.4150899312790218	0.4150888140312008	0.536150465077089	0.9286754002911207	0.3195044262020046	0.398110661268556	0.398110661268556	0.5371308570824214	0.5371752946537265	0.17229872353383974	0.17229872353383924	0.906346749226007	0.0
16	16	0.76	0.5724915451540009	0.5724915451540009	0.6971222721868781	0.6971193224632687	0.49763702758104617	0.9696048632218844	0.5733446032006418	0.5921052631578948	0.5921052631578948	0.7736376834152181	0.7736446164763203	0.4859753497516637	0.485975349751662	0.9566563467492263	0.5478850794546628
