	transitivity	average_clustering	local_efficiency	global_efficiency	pearson_correlation	degree_assortativity_coefficient
0	0.11101998105123237	0.1079994836475544	0.3897302173683541	0.5348731043021077	-0.10531217727986354	-0.10531217727986264
