	ID	degree	eccentricity	betweenness	com_betweenness	eigenvector	katz	closeness	current_flow_closeness	load	clustering_coef	pagerank	subgraph	harmonic	strength
0	0	104	3.0	0.005641123524151997	0.2654508424545599	0.05373417438731075	0.011935886741265084	0.5700636942675159	0.08061694998189105	0.00571767020274705	0.024645257654966397	0.003308265205922157	1.4924879605823803e+44	228.33333333333348	4.224726179869182
1	1	76	3.0	0.0010817935112496602	0.1946793610802044	0.04513994677156515	-0.08360737708841642	0.518840579710145	0.07313850387533759	0.001076010033850533	0.0014035087719298245	0.0024483844689958643	1.0532931292954427e+44	208.66666666666717	31.440100153000557
2	2	117	3.0	0.0022876687171000053	0.3593423540800552	0.06474767299489531	0.03284098998801125	0.5755627009646302	0.08322432175679184	0.002258427807712773	0.002210433244916004	0.0035234785076398594	2.166992079538674e+44	233.66666666666686	7.026199837253392
3	3	120	3.0	0.003832066648627893	0.3578688172269614	0.06447815775939017	0.01419642660489529	0.5859247135842881	0.08375447981285279	0.0038061177004860797	0.013865546218487394	0.003671514062208801	2.1489904110938305e+44	236.5000000000001	2.418744139422641
4	4	119	3.0	0.0029038077916948173	0.35752341666925663	0.06447258330561371	-0.015453328015305457	0.5774193548387097	0.083579578578563	0.002859614157652249	0.002706167212647771	0.0036228194049548533	2.148617768029675e+44	234.66666666666686	0.8181935982495017
5	5	126	3.0	0.0027820755689813856	0.3934418728708117	0.0685656715192335	0.008496208718833845	0.5907590759075908	0.08477787514345242	0.002730845750150029	0.0029206349206349212	0.0037749811603882853	2.4300905887340922e+44	239.33333333333348	-4.296302375431155
6	6	99	3.0	0.0015297070294079365	0.2837271093529265	0.05609739682805633	-0.026086357118080508	0.5391566265060241	0.07951447101222238	0.0015252416183025818	0.0008245722531436818	0.0030390916413324787	1.6266510539661636e+44	220.6666666666671	9.175870062552233
7	7	31	3.0	0.000562255625219959	0.02467600837913909	0.015204593874178768	-0.05577280442986272	0.5021037868162693	0.04860102979075425	0.000601727091443353	0.08602150537634409	0.0013000208358299227	1.195001866406085e+43	189.8333333333336	30.921105823684993
8	8	138	3.0	0.013671474390839086	0.3568355981307045	0.06360917800728905	0.10044860941428407	0.6016806722689075	0.08656720314616108	0.013367647633654544	0.008780281392150641	0.004619620838432376	2.091456295407549e+44	245.16666666666683	-20.52750074405675
9	9	126	3.0	0.0021222683624747573	0.4101351338843797	0.07050839694492382	-0.004890572620459101	0.5764895330112721	0.08477546130270369	0.0020732672618559737	0.0007619047619047619	0.0037337127311050174	2.569748300499261e+44	236.83333333333363	-5.529511353472565
10	10	111	3.0	0.012607572813800995	0.2300830683766713	0.04894009790492475	-0.0066800114798091365	0.5755627009646302	0.08201411737763513	0.012687212029666007	0.019656019656019656	0.0037963445870172726	1.2380536348920278e+44	231.66666666666683	-16.022519685176572
11	11	116	3.0	0.0016804916702559706	0.3734569167844641	0.06640189856419745	0.005715368167645629	0.5620094191522763	0.08304152389100232	0.0016477970521014311	0.0008995502248875562	0.0034566630577943787	2.279134258777081e+44	230.8333333333337	-2.40041499011345
12	12	71	3.0	0.0015067813074233329	0.13756073204438102	0.03729893746749808	0.02435090668277129	0.5343283582089552	0.0713511082724408	0.0015524123820194935	0.026961770623742453	0.002342616906280377	7.191224420436975e+43	210.3333333333336	15.16283408597935
13	13	54	3.0	0.00032447743738717183	0.10590693561791972	0.032549802346018765	-0.048049523938250516	0.4566326530612245	0.06407718467936804	0.00033978533282030804	0.0	0.0018275343815161642	5.476531388825326e+43	185.66666666666785	22.53083584999028
14	14	9	3.0	2.432917086698673e-05	0.0023892159880169045	0.004720797089615329	0.033587697293320014	0.4595635430038511	0.020374461619176568	4.4795617740587626e-05	0.1388888888888889	0.0006733487400938015	1.1520071952765338e+42	171.50000000000068	30.87424237179616
15	15	94	3.0	0.005855911970824784	0.2162099615216064	0.04745284143855825	0.06133775565210978	0.559375	0.0782802362988451	0.0057774545958040385	0.005719514985129261	0.003157442938592043	1.1639955983525719e+44	223.00000000000014	7.686511160721379
16	16	37	3.0	0.0013648572679174824	0.026975882029321448	0.015749532952610803	0.026931380053895303	0.4965325936199722	0.053402612056474376	0.0014921456726494635	0.028528528528528524	0.0015326341453165801	1.2822111012962398e+43	190.50000000000043	19.206719015019697
17	17	138	3.0	0.0033669282416413236	0.4373289692553981	0.07349076511190122	0.004295724827521832	0.6047297297297297	0.08660083772851339	0.0032872192362559363	0.0019041574103459218	0.004108614009680613	2.791736818034536e+44	245.6666666666668	-13.048761197094436
18	18	19	3.0	6.543343687672441e-05	0.012591314251441313	0.010901552956603285	-0.029557090659047058	0.4355231143552312	0.03585563962303818	9.726070656681634e-05	0.0	0.0009314709349580883	6.143329091569698e+42	167.66666666666774	27.15750525362663
19	19	101	3.0	0.0014263924511080967	0.299739633406295	0.05798708901059545	-0.03579900731752683	0.5424242424242425	0.07997360376135002	0.0014204588368695087	0.0007920792079207921	0.003078253447911493	1.7380871387422734e+44	222.00000000000043	2.53188260666097
20	20	143	3.0	0.005684389884674452	0.440859056287845	0.07372214764011445	0.007470647783310167	0.611965811965812	0.08729017655814485	0.005564234413902525	0.0027578055747069837	0.004358577222017593	2.8093440298159743e+44	248.50000000000009	-16.629348444615086
