	transitivity	average_clustering	local_efficiency	global_efficiency	pearson_correlation	degree_assortativity_coefficient
0	0.0044631171696716	0.010541795377560996	0.0322035328994216	0.5989489838027447	-0.019918404429619358	-0.0199184044296175
