	transitivity	average_clustering	local_efficiency	global_efficiency	pearson_correlation	degree_assortativity_coefficient
0	0.7106986447093929	0.4636579328488194	0.5304728522757018	0.16182688283897853	0.34990406273498753	0.34990406273498964
