	ID	degree	eccentricity	betweenness	com_betweenness	eigenvector	katz	closeness	current_flow_closeness	load	clustering_coef	pagerank	subgraph	harmonic	strength
0	0	8	7.0	0.5004985822750239	0.5025848444044562	1.1911097820683885e-05	-0.0026213153419004467	0.2737967914438503	0.003131016392345006	0.5006046565682896	0.6785714285714286	0.0020805776972599426	20338156183641.137	82.20952380952413	2.833056954145924
1	1	1	12.0	0.0	4.672308591467646e-06	0.0002312274480549969	0.052587618709246255	0.1628498727735369	0.001654851132725028	0.0	0.0	0.0008312544779018472	7636994346389254.0	54.452777777777996	18.940914986504385
2	2	24	8.0	0.04367835362111958	0.12726123679336646	5.082726578598484e-06	-0.09070210030019607	0.2512266928361138	0.0030255673441078805	0.04201870322564232	0.75	0.003938588485828498	86600579422044.6	88.24166666666704	2.6190908015464194
3	3	24	8.0	0.0317213477131147	0.10372941046345847	4.317638826740046e-06	-0.0927309160275333	0.2497560975609756	0.0030262715018396827	0.03236513210271661	0.644927536231884	0.004232178809657601	61293299881784.53	87.57500000000039	-0.08147163878137242
4	4	23	8.0	0.029148380027680974	0.09935449280953523	4.2290022452504084e-06	-0.08859188477245758	0.249269717624148	0.0030227546989759053	0.030166424742852426	0.6600790513833992	0.004046153695697859	58672236451659.51	86.9083333333337	-1.7634260862534359
5	5	31	8.0	0.05899540737634966	0.16919519893369458	6.1520998786874576e-06	-0.11323025752863132	0.2532146389713155	0.003045919706467471	0.05653866851419269	0.6645161290322581	0.0050863543637865065	128765174396774.05	91.90833333333372	-5.817091168063156
6	7	6	12.0	0.0038575908304498267	0.004590497992487429	4.736937749637105e-05	0.1070207131720518	0.16212792906903106	0.0018670393707679587	0.0038590175653594773	0.6	0.0044164153017716675	320508131107117.8	56.08611111111133	21.38333398149809
7	8	2	11.0	0.0	8.455452204008285e-05	6.062238876132276e-08	0.06555485215709213	0.16399743754003845	0.0020696405591464797	0.0	1.0	0.0012702874295234898	13553875080.929752	53.78336940836957	-12.597272964217211
8	9	30	9.0	0.00017818452350416096	0.10499730201466248	6.992263629064436e-06	-0.05611005607733911	0.22338568935427572	0.003026693034648605	0.00018977989383349005	0.8643678160919541	0.004520925448805944	179335382322789.3	86.84206349206387	-7.569544819710991
9	10	1	11.0	0.0	6.294956060282268e-06	3.019136994480601e-08	0.053735819567992116	0.16233354470513633	0.0015887392391659033	0.0	0.0	0.000870166088039447	3360341281.7036858	51.28336940836954	-11.360528913921362
10	11	4	10.0	0.0	0.002209019800625324	9.257258324196593e-07	0.0371760480298648	0.1927710843373494	0.002581205060277433	0.0	1.0	0.001113344321747728	3148565017739.837	67.71507936507967	-2.7871415775940713
11	12	7	8.0	0.0016436213908640337	0.008937193038971955	8.36989781072793e-07	0.00398425724387866	0.22857142857142854	0.0028185115346760353	0.0016462351986249002	0.8571428571428571	0.001787130344044002	1387865305323.8872	70.7821428571431	7.832174922231265
12	17	51	9.0	0.008594200477142195	0.19452062777175327	1.0005379465214876e-05	-0.07065208750754991	0.2355105795768169	0.0030615315860231056	0.00802615622521604	0.6125490196078431	0.007568327905456175	366294787993461.5	100.79206349206369	-10.703140750260825
13	19	6	9.0	6.1274509803921575e-06	0.0012691496164687016	4.749106795769696e-07	0.01636662557383061	0.20365950676213207	0.002722034057048041	6.127450980392157e-06	0.9333333333333332	0.0016547624018206845	768416533158.6342	65.46587301587299	-3.19122145125793
14	20	43	8.0	0.283178422147976	0.2997600615512693	8.935188634766437e-06	-0.09937136369945113	0.2663891779396462	0.003062013784364951	0.2858431172474985	0.6744186046511628	0.006561840647284722	278756316441650.47	101.27500000000019	-11.82928171261413
15	21	47	9.0	0.006829928538743653	0.1839658603459714	9.592605174367384e-06	-0.0775254169842499	0.23464711274060496	0.003057436536553697	0.0062999095722851475	0.6688251618871416	0.006917621451615701	336644430659328.1	98.79206349206369	-9.594867275024118
16	22	27	8.0	0.040673624170417776	0.14606310805305756	5.679848513858229e-06	-0.11758031591772937	0.2519685039370079	0.0030366669264797032	0.040158428507090296	0.7663817663817664	0.004347680906827435	109043904498119.69	89.74166666666704	0.0033473756988814385
17	23	24	10.0	0.00015688903923856483	0.06596688923570475	5.390944320327804e-06	0.011745201680568342	0.19860356865787432	0.003005089132168973	0.00016861868294013897	0.8514492753623188	0.0037658959282127796	106873585795031.05	80.2650793650792	-0.5971778924781819
18	24	18	10.0	0.0002911010486904978	0.034530560546380394	3.738264626839649e-06	0.04719770560079616	0.19616858237547893	0.002969463785250459	0.0003091005017946793	0.7843137254901961	0.0030888055335107204	51403609418436.81	75.88174603174599	-4.5736004920473885
19	25	1	11.0	0.0	4.2812963014280684e-06	5.0418723536285605e-09	0.05356337999669657	0.16120906801007556	0.0011954919490573008	0.0	0.0	0.0014232979284944482	93754704.25687663	49.09289321789336	8.21458873904266
20	26	1	12.0	0.0	1.7102889462727287e-05	1.6292541195850062e-10	0.0619875266092741	0.1430167597765363	0.001334928374648548	0.0	0.0	0.0013402549742703564	98029.51933849406	44.32113997114025	12.560724267373732
21	29	8	11.0	0.00029309640522875817	0.004238748729984281	1.1394255527435311e-08	0.15139186012485167	0.16623376623376626	0.0021165040721941443	0.00029054330065359467	0.5357142857142857	0.0057508958076444745	478900957.42194766	56.65955988456005	-2.3620872106323016
22	30	1	13.0	0.0	4.159555879556424e-06	4.301331050705893e-12	0.05469555853396884	0.12530592266275087	0.0010064166647273981	0.0	0.0	0.0017954402279052747	69.98226129751029	37.21674991675012	8.104208913651776
23	32	5	11.0	0.0001582924836601307	0.0014664896692165488	6.018442977022871e-09	0.11999979210529485	0.1659105638366818	0.0020038632422602217	0.00015020765250544659	0.7	0.003832011902351657	133619013.39536569	55.07622655122673	-1.1559614342367812
24	33	7	11.0	0.0039006331699346407	0.005429557821867168	6.193316682974144e-09	0.13874054692354168	0.1659105638366818	0.0020435193666474994	0.003908292483660132	0.5714285714285714	0.005222877799074246	141501283.07035807	55.82622655122673	4.669895752530193
25	34	3	12.0	0.00012459150326797386	0.0007134854597494534	3.3485442924019637e-10	0.08233394602869637	0.1430167597765363	0.0017560320811442144	0.0001378676470588235	0.3333333333333333	0.0028680571709413217	414092.670376055	45.387806637806904	4.847492379532306
26	35	44	10.0	0.0011627526604042538	0.2629628069662074	0.09590664935186048	-0.015844575917657942	0.2277580071174377	0.0032275093719747786	0.00149660259696534	0.7938689217758985	0.0046894764936912785	1.3138359278134006e+21	100.58293650793648	20.216633013248263
27	36	17	10.0	0.0003122936055631497	0.047983908687589685	0.037455518353533335	0.015096902183799669	0.21993127147766325	0.003131876743913005	0.0006293385364085835	0.8602941176470589	0.002193301883377506	2.003896654414772e+20	85.08293650793667	21.12467556394811
28	37	8	9.0	0.0015396973602227865	0.005364268508949184	1.2163185855312378e-06	0.002967017413368766	0.21476510067114093	0.0028164237322752888	0.0019175409051588016	0.6071428571428571	0.0017928453040529629	5359633398413.073	72.42539682539682	13.971236237972528
